Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2024-08-29,17.0383,17.8361,16.994,17.8115,1114017.597154
2024-08-30,17.905,17.9838,17.6243,17.7671,840080.27524292
2024-09-02,17.8065,18.2202,17.5997,18.1414,866664.36148011
2024-09-03,18.1414,18.1709,17.6046,17.6046,657139.27937936
2024-09-04,17.4224,17.6391,17.2747,17.4766,708177.23212547
2024-09-05,17.6096,17.9986,17.3584,17.6342,825945.48552067
2024-09-06,17.58,17.6096,16.8315,16.8315,974766.41286714
2024-09-09,16.9595,17.1122,16.6542,16.8857,845632.2492535
2024-09-10,16.8857,17.1614,16.6444,16.6444,840518.90961976
2024-09-11,16.7084,16.8414,16.5164,16.5311,748550.88658462
2024-09-12,16.7429,17.1861,16.7429,17.0383,794979.11694448
2024-09-13,17.1171,17.191,16.8118,17.0925,637907.39574103
2024-09-16,17.0925,17.1073,16.8512,16.9398,399645.66981303
2024-09-17,16.9349,17.5455,16.8906,17.4766,764084.83874041
2024-09-18,17.5012,17.5751,17.2599,17.3584,450672.45362825
2024-09-19,17.4815,18.038,17.4766,17.6539,1129375.8924876
2024-09-20,17.8262,17.8262,17.1811,17.2255,3916513.5522362
2024-09-23,17.2944,17.4077,16.9152,17.3043,530863.34671667
2024-09-24,17.5258,17.9149,17.3239,17.9149,903958.43708519
2024-09-25,17.9493,18.9145,17.8952,18.9096,1835948.8599941
2024-09-26,19.2051,20.2392,18.9736,19.5202,4192114.0294929
2024-09-27,19.6483,20.3672,19.0918,20.1899,1704051.9090208
2024-09-30,19.9339,20.4952,19.7467,20.2096,1100105.1706923
2024-10-01,20.3081,20.3869,19.6778,19.796,1056226.5026478
2024-10-02,19.6975,19.7369,19.2051,19.3035,1358998.9580495
2024-10-03,19.2248,19.796,18.8308,19.4611,1376156.466614
2024-10-04,19.4611,19.993,19.3577,19.8649,820901.19018699
2024-10-07,20.0324,20.2884,19.5104,19.8354,470785.66744968
2024-10-08,19.3232,19.8452,18.9638,19.8058,483834.02480336
2024-10-09,19.6975,20.0225,19.5793,19.6975,760331.06260341
2024-10-10,19.5645,19.924,19.3577,19.5202,733724.63850443
2024-10-11,19.5251,19.9339,19.4661,19.6335,434891.76963549
2024-10-14,19.796,19.8649,19.471,19.471,361407.31186893
2024-10-15,19.6975,19.7073,19.082,19.1657,776617.39455836
2024-10-16,19.0623,19.1657,18.2497,18.7126,1444493.0625968
2024-10-17,18.6683,18.8899,18.2399,18.3975,986744.58356992
2024-10-18,18.4073,18.6338,18.2793,18.2793,397752.0283482
2024-10-21,18.2694,18.4664,17.7474,17.8213,852720.45894038
2024-10-22,17.7573,17.8804,17.4618,17.7868,1407972.6892953
2024-10-23,17.8558,17.9346,17.2402,17.4126,1028885.975182
2024-10-24,17.5012,17.5948,17.0383,17.0383,946571.96986682
2024-10-25,17.0876,17.2796,16.802,17.1417,644372.17601268
2024-10-28,17.2353,17.4815,17.1368,17.2156,525092.05551767
2024-10-29,17.3141,17.3535,17.0974,17.3141,598237.38392807
2024-10-30,17.3683,17.7376,17.1565,17.2353,705893.69343677
2024-10-31,17.1565,17.2353,16.7232,16.8758,1355331.4872876
2024-11-04,17.0679,17.2353,16.8955,17.0039,390535.88363474
2024-11-05,17.0088,17.0482,16.5853,16.7429,1014468.9161154
2024-11-06,16.8709,17.5258,16.8709,17.1467,1465267.2740555
2024-11-07,17.3338,17.4963,17.0728,17.4963,654733.89780821
2024-11-08,17.5111,17.6243,17.1565,17.4421,1095745.2262151
2024-11-12,17.3338,17.4027,16.7626,16.9005,1185211.4087304
2024-11-13,16.9398,17.0433,16.0879,16.3046,1754431.9102016
2024-11-14,16.3785,16.477,14.9406,16.3095,3387044.2911663
2024-11-15,16.2997,16.2997,15.3394,15.3394,2271127.9757607
2024-11-18,15.4231,15.7186,15.0686,15.2557,1000518.9214316
2024-11-19,15.2853,15.4478,14.6057,15.3099,2208140.2823177
2024-11-20,15.561,15.8713,15.4133,15.5315,1338563.8759469
2024-11-21,15.7038,16.0288,15.3099,15.95,1026946.6426363
2024-11-22,16.1027,16.3095,15.5807,15.6497,1231866.0637802
2024-11-25,15.9254,16.1323,15.7875,15.9254,924235.12344057
2024-11-26,15.9254,16.2898,15.758,16.0239,768608.25575159
2024-11-27,16.0338,16.083,15.758,15.8959,625230.65917884
2024-11-28,16.0239,16.0338,15.6152,15.6152,626877.5688067
2024-11-29,15.6201,15.9402,15.6152,15.6595,657164.66331321
2024-12-02,15.7531,16.1126,15.7038,15.9845,745590.10454094
2024-12-03,16.0338,16.1569,15.8466,15.8565,800949.41818482
2024-12-04,15.955,16.4031,15.8269,16.1076,1203067.4831544
2024-12-05,16.2012,16.5065,16.0535,16.1815,762090.67689754
2024-12-06,16.2603,16.2997,15.433,15.433,2011806.7229575
2024-12-09,15.6595,15.6989,15.3493,15.5463,802879.6125144
2024-12-10,16.5459,17.8459,16.2357,17.2156,6258942.9674528
2024-12-11,17.0383,17.4914,16.7133,17.3092,1605730.7950229
2024-12-12,17.5012,17.5012,16.5557,16.7429,1672105.7205981
2024-12-13,16.8167,17.1024,16.2504,16.9694,1206423.2392087
2024-12-16,16.9694,17.3486,16.8266,17.1368,1472335.1765954
2024-12-17,17.0433,17.1368,16.0387,16.3637,1730285.6969709
2024-12-18,16.3883,16.5804,16.1864,16.2504,986984.20790541
2024-12-19,16.1027,16.1815,15.6103,16.0535,1729103.8210111
2024-12-20,16.0535,16.211,15.7482,16.083,1816025.5179978
2024-12-23,16.083,16.3145,15.8072,16.0879,1291138.5646656
2024-12-27,16.1519,16.4179,16.0091,16.1913,622425.22681029
2024-12-30,16.2012,16.3095,16.0288,16.1716,579726.40401094
2025-01-02,16.2948,16.7035,16.2307,16.5164,662237.38865279
2025-01-03,16.6444,16.6542,16.3686,16.3982,523622.83342672
2025-01-07,16.6444,17.0334,16.5459,16.5853,1038356.2132209
2025-01-08,16.5853,16.6148,16.019,16.0929,897293.63141484
2025-01-09,16.1519,16.2357,15.9599,16.2357,586927.31836409
2025-01-10,16.2406,16.2603,15.8959,16.1519,1018246.0454716
2025-01-13,16.2406,16.2406,15.6398,15.758,950462.81924658
2025-01-14,15.8269,15.8565,15.4724,15.5709,883400.4967428
2025-01-15,15.6595,16.1372,15.5216,16.1372,1191555.361477
2025-01-16,16.2357,16.2406,14.6943,14.8027,6525901.7382713
2025-01-17,14.8716,14.9898,14.192,14.6402,3945157.7985443
2025-01-20,14.9603,15.3197,14.7584,15.0686,3225934.4937668
2025-01-21,15.1178,15.1671,14.7534,14.975,1194161.7838042
2025-01-22,15.0193,15.2114,14.8716,15.0489,2125827.2923599
2025-01-23,15.0489,15.1917,14.8716,14.975,1029198.705247
2025-01-24,15.1178,15.2557,14.9701,15.172,1174355.2079036
2025-01-27,15.0686,15.5266,14.975,15.5019,1182333.8859898
2025-01-28,15.5216,16.3194,15.5216,16.3145,2767624.5221233
2025-01-29,16.4474,16.6345,16.2307,16.4376,1624427.5853358
2025-01-30,16.2504,17.0876,16.2504,17.0137,2378611.6745193
2025-01-31,16.9989,17.2452,16.8266,16.994,1803475.7011049
2025-02-03,16.5164,16.7675,15.9599,16.7429,1236564.1222562
2025-02-04,16.8414,17.1319,16.8414,17.0383,867269.51446298
2025-02-05,16.9891,17.0777,16.5951,16.733,640966.66744803
2025-02-06,16.797,17.3141,16.797,17.1959,1237750.0596455
2025-02-07,17.2747,17.2796,16.9349,17.1024,1323627.9692725
2025-02-10,17.1024,17.4914,17.0482,17.4077,1068652.4459436
2025-02-11,17.5111,17.5308,17.0679,17.2649,1631337.0921284
2025-02-12,17.2649,17.4963,17.0186,17.1762,805904.36207137
2025-02-13,17.3436,17.4323,17.063,17.127,931412.68457459
2025-02-14,17.127,17.2156,16.8217,16.9398,1075974.1878219
2025-02-17,16.9398,17.4372,16.6936,17.4027,1156513.3484826
2025-02-18,17.4027,17.5209,17.1467,17.2846,1156597.623143
2025-02-19,17.383,17.4569,16.7872,16.8414,950099.32131392
2025-02-20,16.9497,16.9743,16.605,16.7035,678060.71765441
2025-02-21,16.7429,17.0285,16.7035,16.8414,415856.8653238
2025-02-24,16.7576,16.8217,16.2258,16.2948,1118920.7578155
2025-02-25,16.2012,16.4967,16.2012,16.211,770786.19727549
2025-02-26,16.2554,17.1467,16.2554,17.0531,1994992.4051786
2025-02-27,16.9398,16.9792,16.5459,16.6247,1115421.8363743
2025-02-28,16.5459,16.6247,16.3243,16.4819,1040654.9822699
2025-03-03,16.477,16.9891,16.3686,16.8611,1198546.0968579
2025-03-04,16.5262,16.7823,16.2603,16.3095,1714286.7111471
2025-03-05,16.8561,17.2944,16.7527,17.2353,2300061.5989146
2025-03-06,18.7126,19.1952,17.0876,17.3781,6416556.8894832
2025-03-07,17.2353,17.3338,16.1273,16.6247,4969280.7323797
2025-03-10,16.7527,16.9103,16.472,16.7527,1231953.3845126
2025-03-11,16.8414,16.9103,16.5164,16.7379,1911420.372102
2025-03-12,16.7724,17.0186,16.6739,16.8709,1921403.3656046
2025-03-13,16.8611,16.9054,16.6887,16.7872,2517565.3591015
2025-03-14,16.7872,17.0679,16.6444,17.0334,2507188.4069457
2025-03-17,17.0334,17.1861,16.8414,16.93,1815571.6532607
2025-03-18,17.065,17.195,16.905,16.99,1184563
2025-03-19,16.985,16.985,16.67,16.785,1366604
2025-03-20,16.85,16.87,16.475,16.475,2389920
2025-03-21,16.475,16.475,16.07,16.1,3015912
2025-03-24,16.24,16.35,15.975,16.11,1192386
2025-03-25,16.115,16.125,15.6,15.75,3488759
2025-03-26,15.8,15.835,15.25,15.465,1756351
2025-03-27,15.46,15.55,15.1,15.235,1671355
2025-03-28,15.235,15.72,15.165,15.42,1136283
2025-03-31,15.4,15.41,14.77,14.875,2522368
2025-04-01,15.1,15.17,14.55,14.905,3390244
2025-04-02,15,15.075,14.79,15.03,732305
2025-04-03,14.83,15.22,14.655,14.76,1198382
2025-04-04,14.77,14.89,14,14.025,3085316
2025-04-07,13.22,14.6,12.665,14.33,3662644
2025-04-08,14.66,14.7,14.01,14.495,1334689
2025-04-09,14.02,14.34,13.8,14.14,1417069
2025-04-10,14.94,15.05,14.275,14.39,1493024
2025-04-11,14.5,14.77,14.3,14.335,1299530
2025-04-14,14.53,14.79,14.49,14.595,726863
2025-04-15,14.65,15.2,14.595,14.8,1367283
2025-04-16,14.84,14.97,14.555,14.8,686541
2025-04-17,14.8,15.08,14.8,15.02,510803
